episode,steps,totalReward,epsilon,completed,died
1,23,-0.22000000000000008,1.0,False,True
2,242,-2.4100000000000015,0.9996481481481482,False,True
3,158,-1.570000000000001,0.9992962962962963,False,True
4,27,-0.2600000000000001,0.9989444444444444,False,True
5,114,-2.130000000000001,0.9985925925925926,False,True
6,105,-1.0400000000000007,0.9982407407407408,False,True
7,400,-2.999999999999981,0.9978888888888889,False,False
8,73,-1.7200000000000004,0.997537037037037,False,True
9,54,-0.5300000000000002,0.9971851851851852,False,True
10,148,-0.47000000000000086,0.9968333333333333,False,True
11,57,-0.5600000000000003,0.9964814814814815,False,True
12,18,-0.17000000000000004,0.9961296296296296,False,True
13,35,-0.3400000000000001,0.9957777777777778,False,True
14,17,-0.16000000000000003,0.9954259259259259,False,True
15,172,-2.7100000000000013,0.9950740740740741,False,True
16,37,-0.3600000000000001,0.9947222222222222,False,True
17,137,-1.3600000000000008,0.9943703703703703,False,True
18,44,-1.4300000000000002,0.9940185185185185,False,True
19,27,-0.2600000000000001,0.9936666666666667,False,True
20,242,-2.410000000000002,0.9933148148148148,False,True
21,127,-2.2600000000000007,0.9929629629629629,False,True
22,84,-0.8300000000000005,0.9926111111111111,False,True
23,45,-0.4400000000000003,0.9922592592592593,False,True
24,115,-1.1400000000000006,0.9919074074074075,False,True
25,45,-1.4400000000000002,0.9915555555555555,False,True
26,193,-1.9200000000000013,0.9912037037037037,False,True
27,197,-1.9600000000000013,0.9908518518518519,False,True
28,80,-1.7900000000000005,0.9905,False,True
29,298,-1.970000000000002,0.9901481481481481,False,True
30,166,-2.6500000000000012,0.9897962962962963,False,True
31,13,-0.12,0.9894444444444445,False,True
32,64,-0.6300000000000003,0.9890925925925926,False,True
33,334,-3.329999999999995,0.9887407407407407,False,True
34,41,-0.40000000000000013,0.9883888888888889,False,True
35,64,-0.6300000000000003,0.988037037037037,False,True
36,60,-0.5900000000000003,0.9876851851851852,False,True
37,94,-0.9300000000000005,0.9873333333333333,False,True
38,8,-0.07000000000000006,0.9869814814814815,False,True
39,26,-0.2500000000000001,0.9866296296296296,False,True
40,8,-0.07000000000000006,0.9862777777777778,False,True
41,28,-0.27,0.9859259259259259,False,True
42,57,-0.5600000000000003,0.985574074074074,False,True
